id,x,y,num_sides,area,perimeter,mother,A_0,P_0,contractility,active
0,0.4585059051115188,3.4501307147905043,6,0.5716757911925024,2.8147185402790464,0,1.0,0.0,0.04,1
1,0.832174876184731,4.164963823649699,6,0.5737306007145587,2.819704631247482,1,1.0,0.0,0.04,1
2,4.452346470247497,3.513697104576559,6,0.5739021944770926,2.8199977940217953,2,1.0,0.0,0.04,1
3,4.86061518578502,4.2196323063382355,6,0.5756329834164653,2.824218287484359,3,1.0,0.0,0.04,1
4,2.0518792910260397,3.4576105217303783,6,0.56651223762896,2.804385543560642,4,1.0,0.0,0.04,1
5,1.2719588307906298,3.4638797033199373,6,0.5660125499731661,2.804941644252343,5,1.0,0.0,0.04,1
6,1.7304235511798773,2.7136812753450927,5,0.5433149468248746,2.9635258422727726,6,1.0,0.0,0.04,1
7,1.6389501143130292,4.17649634016786,6,0.5696816222689596,2.810050366377179,7,1.0,0.0,0.04,1
8,3.6369960713318545,3.504779546562891,6,0.5714590189933251,2.814355448044304,8,1.0,0.0,0.04,1
9,4.04588422416132,4.215611008269273,6,0.574479785461036,2.8214238705279278,9,1.0,0.0,0.04,1
10,2.8297640378857807,3.478736484066171,6,0.5686054803317968,2.810540698281793,10,1.0,0.0,0.04,1
11,0.4842072039995886,0.7869528101064522,6,0.5735383398047984,2.8192707869429916,11,1.0,0.0,0.04,1
12,0.5226119587718021,2.1274226973324244,6,0.5601330658921841,2.7908135048191807,12,1.0,0.0,0.04,1
13,0.9232553579658239,2.7805946336815675,6,0.553694503687653,2.7739486951426446,13,1.0,0.0,0.04,1
14,1.7312197154205953,1.5647338844340712,5,0.5395332931655039,2.9582543657246045,14,1.0,0.0,0.04,1
15,1.2904305300313998,0.8016634580262993,6,0.5618415738552385,2.795219862114819,15,1.0,0.0,0.04,1
16,0.9262204139111392,1.4779246497667098,6,0.5557187125802263,2.7789794359162907,16,1.0,0.0,0.04,1
17,2.054119593389886,0.829460603878987,6,0.5513541090335833,2.76830394533999,17,1.0,0.0,0.04,1
18,1.4013034824152617,2.1352398753222332,5,0.5398071618397826,2.957618602237015,18,1.0,0.0,0.04,1
19,2.4352271202241154,4.18535461861047,6,0.5685079446449683,2.8071077718233357,19,1.0,0.0,0.04,1
20,3.235629958791991,4.20228838903561,6,0.5714667339752078,2.814270545614836,20,1.0,0.0,0.04,1
21,4.438296769306573,2.1152750745844267,6,0.5717963961604258,2.815040113253304,21,1.0,0.0,0.04,1
22,4.8557850516455,2.81035403481424,6,0.5743957246255667,2.8212156042429957,22,1.0,0.0,0.04,1
23,4.035940174314449,2.8125640821044753,6,0.5715437216819472,2.814560768332049,23,1.0,0.0,0.04,1
25,2.397250951687169,2.717117781732071,5,0.5471365354204534,2.971534611316862,25,1.0,0.0,0.04,1
26,3.208731863205803,2.79732298902341,6,0.5683685657408541,2.8089105011361952,26,1.0,0.0,0.04,1
27,3.2014529469670636,1.4679710024381114,6,0.5655110019109724,2.8023480658344777,27,1.0,0.0,0.04,1
28,3.609499441009315,2.127382729926824,6,0.5689231154800907,2.811474362618417,28,1.0,0.0,0.04,1
29,2.8132216163862056,0.7962455706310351,6,0.5588690571373921,2.7874581000856873,29,1.0,0.0,0.04,1
30,2.3954512439133064,1.564146248072354,5,0.5412351625818603,2.9582047605381785,30,1.0,0.0,0.04,1
31,2.732253153825512,2.137618128729813,5,0.5468944732644911,2.972187441615011,31,1.0,0.0,0.04,1
32,4.419127784285544,0.7129866581169367,6,0.5750337015410059,2.8227648494736433,32,1.0,0.0,0.04,1
33,4.840087228921479,1.4084799329416202,6,0.5748758899578048,2.822373653840079,33,1.0,0.0,0.04,1
34,4.022862187716229,1.428127337088268,6,0.5712079232145129,2.8136579032923525,34,1.0,0.0,0.04,1
35,3.607876656566573,0.7437751096069484,6,0.5705776190642523,2.8122550935153225,35,1.0,0.0,0.04,1
