id,x,y,fx,fy,is_interior
0,2.148948537050346,2.573604027376082,0.0,0.0,True
1,1.2152202432615746,2.7550402459922236,0.0,0.0,False
2,3.698197957155213,3.0785048318860198,0.0,0.0,True
3,5.279949433246813,4.051788486890778,0.0,0.0,False
4,5.265128124239752,4.520952691802995,0.0,0.0,False
5,5.314556139268121,2.610404619326225,0.0,0.0,False
6,5.306507568261489,3.0841212721541655,0.0,0.0,False
7,1.8937998047503426,0.29444882851382326,0.0,0.0,False
8,0.2031904555761597,3.723216961459857,0.0,0.0,False
9,0.4866059408763243,4.143534844896719,0.0,0.0,False
10,0.9916810446126919,4.099988882608126,0.0,0.0,False
11,1.1468753884625815,3.727165431156805,0.0,0.0,True
13,0.2511279003715206,2.694222850841313,0.0,0.0,False
14,0.7561039622675068,2.360947652254374,0.0,0.0,False
15,0.4329445528570604,3.2712644033058065,0.0,0.0,False
17,0.8557334161918209,3.2851663651188097,0.0,0.0,True
18,2.9085612148858466,3.074531247972063,0.0,0.0,True
19,3.277121829811632,3.3062486740161194,0.0,0.0,True
20,4.882115907471707,3.802736400269316,0.0,0.0,False
21,4.07169623011132,3.7902278764858073,0.0,0.0,True
22,4.082453538013603,3.3108695758878466,0.0,0.0,True
23,4.462139349040911,4.029035685250139,0.0,0.0,True
24,4.498141811067189,3.080408886850086,0.0,0.0,True
25,4.893411465847192,3.3162105861618483,0.0,0.0,False
26,1.8863136150830826,4.368536399532794,0.0,0.0,False
27,1.3535914680963341,4.518761078599941,0.0,0.0,False
28,4.451391835966763,4.500277739931514,0.0,0.0,False
29,4.852318993321476,4.744404218087653,0.0,0.0,False
30,4.0358647091753435,4.730974126236701,0.0,0.0,False
31,1.0208411241694708,0.4471314539948791,0.0,0.0,False
32,1.4888939279894902,0.6104674455437301,0.0,0.0,False
34,1.74853921208145,2.367244092749966,0.0,0.0,True
35,1.7117570514169196,3.208884776514035,0.0,0.0,True
36,1.9628247357411706,3.949116041266121,0.0,0.0,True
37,2.1299518010681364,3.039803398714328,0.0,0.0,True
38,1.6158881927864421,3.631966587681848,0.0,0.0,True
39,2.484877303632098,3.2864947942515936,0.0,0.0,True
40,2.440334636220591,3.759250500872736,0.0,0.0,True
41,3.6381946102610723,4.025256852481285,0.0,0.0,True
42,3.6276875505139854,4.48741790597553,0.0,0.0,False
43,3.2580728443957185,3.786934489387856,0.0,0.0,True
44,2.804402305319731,4.015272678839366,0.0,0.0,True
45,5.306539724641086,1.6163295182945523,0.0,0.0,False
46,3.7047749360857414,2.58604063611734,0.0,0.0,True
47,2.7813613450319385,0.23179880466017808,0.0,0.0,False
48,2.3630014978785283,0.5034211456355365,0.0,0.0,False
49,3.2216661969163964,0.4661366527861641,0.0,0.0,False
50,2.397738220369315,0.9452885605544014,0.0,0.0,True
51,0.20967486520954234,0.6261067837315151,0.0,0.0,False
52,-0.14672409369082012,0.9250098656884547,0.0,0.0,False
53,0.3543686969290697,1.5621365305669783,0.0,0.0,False
54,-0.07568248438686427,1.38474991499644,0.0,0.0,False
55,0.7417643989034197,1.2336509118652776,0.0,0.0,True
56,0.6499551207250494,0.7760791801414841,0.0,0.0,False
58,0.6988295875667803,3.0736082877968873,0.0,0.0,False
59,0.24438859831218954,2.671644861458461,0.0,0.0,False
60,0.497471823507349,2.1202843995465823,0.0,0.0,False
61,0.9138148523830979,2.16771833187838,0.0,0.0,True
63,2.0616298217669584,1.6620484706387983,0.0,0.0,True
64,1.1605059942522358,1.375958298043568,0.0,0.0,True
65,2.0126027907026938,1.2212910471398137,0.0,0.0,True
66,1.5593468488080902,1.0372737898621267,0.0,0.0,True
67,1.6979065547597751,1.9378937967605019,0.0,0.0,True
68,1.2528473144856507,1.7859935501118092,0.0,0.0,True
69,2.3029344990085154,4.683736396305625,0.0,0.0,False
70,3.1945082362400936,4.723994570509719,0.0,0.0,False
71,2.77605000833223,4.462208726129476,0.0,0.0,False
72,5.29308193539495,1.1453495028945915,0.0,0.0,False
73,4.504237592521569,2.59182318741836,0.0,0.0,True
74,4.9096024745286,2.3644205111906005,0.0,0.0,False
75,4.90670289405097,1.865596704789982,0.0,0.0,False
76,4.491348557463708,1.6380079179339861,0.0,0.0,True
77,4.101544034525959,1.871071625686534,0.0,0.0,True
78,4.104054598896687,2.357594223632929,0.0,0.0,True
79,2.504545138930637,1.8721326075669154,0.0,0.0,True
80,2.9199491937699977,2.577840465431197,0.0,0.0,True
81,2.5222612571669605,2.3516095125163665,0.0,0.0,True
82,3.306598749425376,2.3552778351737578,0.0,0.0,True
83,3.6798413238649794,1.6361208325269831,0.0,0.0,True
84,3.233884927470948,0.9233154789987951,0.0,0.0,True
85,3.6701562391850935,1.159742212553317,0.0,0.0,True
86,2.849086741022309,1.1673745099657102,0.0,0.0,True
87,3.3006115289210256,1.8653298109377865,0.0,0.0,True
88,2.8712585604511007,1.6356259758160738,0.0,0.0,True
89,3.6354896453659533,0.21981567963940293,0.0,0.0,False
90,4.482616995377114,1.1583519805748033,0.0,0.0,True
91,4.060669478449585,0.9242150559384754,0.0,0.0,True
92,4.8796786625980655,0.9193199352896914,0.0,0.0,False
93,4.872564752826872,0.4476465367663906,0.0,0.0,False
94,4.054884550749299,0.45646106865278474,0.0,0.0,False
95,4.461209733228342,0.21679326570604704,0.0,0.0,False
