id,x,y,num_sides,area,perimeter,mother,A_0,P_0,contractility,active
0,-3.060432237911177,-8.583296285834328,6,0.5820767698152416,2.8562677758458217,0,1.0,0.0,0.04,1
1,5.236939850835475,-7.744462100306434,6,0.5354580181397388,2.736595936209364,1,1.0,0.0,0.04,1
2,-1.0773143180423206,-7.665861687621182,6,0.5838340245065008,2.863735046411719,2,1.0,0.0,0.04,1
3,-1.791193444368599,-7.458112314510392,6,0.5901082765589711,2.8823721065037287,3,1.0,0.0,0.04,1
4,-5.259989873170241,8.695784202810625,6,0.49397646334890766,2.6843956394371697,4,1.0,0.0,0.04,1
5,-5.717504127893057,8.345674884179168,5,0.3068989141161538,2.244830971770549,5,1.0,0.0,0.04,1
6,-5.966964013281107,6.772472139259928,5,0.4480533936333302,2.5764344881942964,6,1.0,0.0,0.04,1
7,-8.727453789321851,-6.419255775240463,3,0.15534349393473335,1.8193497623242076,7,1.0,0.0,0.04,1
8,-8.578671002884503,-6.933385828800282,6,0.5705132878692325,2.9233708368287314,8,1.0,0.0,0.04,1
10,8.303822093475297,-6.008548976109282,3,0.2081300381202631,2.10680650441952,10,1.0,0.0,0.04,1
11,8.89794235942482,-3.9656867384077272,7,0.6053663129807578,2.9374814189388982,11,1.0,0.0,0.04,1
12,9.32405143785118,-4.409538120393464,3,0.14231592156328432,1.7589307103976322,12,1.0,0.0,0.04,1
13,6.06356842083286,-7.965328056699897,6,0.5901785477501456,2.9775039203679547,13,1.0,0.0,0.04,1
15,5.881226675313394,-5.313342893833599,7,0.6159132966388352,2.9775018278120324,15,1.0,0.0,0.04,1
16,-1.1238375035805876,-10.658875523840383,7,0.6432383468590421,2.9775207035594446,16,1.0,0.0,0.04,1
17,-0.3008652066871169,-11.138524474777133,6,0.5701068307370041,2.9105530077372332,17,1.0,0.0,0.04,1
18,-8.50334763754028,-7.520019624154305,3,0.16412053775940905,1.9299270930603987,18,1.0,0.0,0.04,1
19,-3.786366637336999,-7.346304442878737,7,0.572472564503677,2.8642568824314623,19,1.0,0.0,0.04,1
20,-3.084138491134599,-7.7393391980278,6,0.5580036718352357,2.783417855798852,20,1.0,0.0,0.04,1
