id,x,y,fx,fy,is_interior
0,-11.735208059036072,-0.368793770537345,0.0,0.0,False
1,-0.00391795328005038,-11.598245901441649,0.0,0.0,False
2,-4.092410026265604,-7.542820871144271,0.0,0.0,True
3,-2.1627223598529017,-7.472396182241764,0.0,0.0,True
4,-1.7370044159019404,-7.770911049950118,0.0,0.0,True
5,-2.7136584996240383,-5.766817856708557,0.0,0.0,True
6,-7.210338893301873,6.2384527975138795,0.0,0.0,True
7,-7.105082996549864,7.182664990827196,0.0,0.0,True
8,10.787977738804829,4.668374839285859,0.0,0.0,False
9,4.968211270926596,6.119798543043411,0.0,0.0,True
10,-8.693591418558832,-6.456430778737678,0.0,0.0,True
11,-8.447224522278923,-7.002583200129941,0.0,0.0,True
12,-11.066705215920358,3.984259039511679,0.0,0.0,False
13,-10.743181490418579,4.401154497911942,0.0,0.0,False
14,-10.146977135132769,4.156907718475044,0.0,0.0,True
15,7.791329648032972,-7.5475963881367365,0.0,0.0,True
16,9.732099853115084,-6.613928230428035,0.0,0.0,False
17,9.40447004090785,-6.789158974204288,0.0,0.0,False
18,7.214816329393245,-8.077156164675197,0.0,0.0,True
19,7.410561676187212,-8.069861044220753,0.0,0.0,True
20,6.2272656459189015,-8.07620987166575,0.0,0.0,True
21,5.618012137557102,-8.46290731397147,0.0,0.0,True
22,6.808256134716146,-7.622002487461095,0.0,0.0,True
23,5.877419113301678,-7.516742339476111,0.0,0.0,True
24,6.241452956885848,-7.98231209931823,0.0,0.0,True
25,1.1072329330812567,-11.713300932307176,0.0,0.0,False
26,0.7791915258966486,-11.573623246567186,0.0,0.0,False
27,0.3696665032173788,-11.762978863204575,0.0,0.0,False
28,-0.7105044987578037,-10.855219334350968,0.0,0.0,True
29,-0.003692018715643557,-10.929415915908857,0.0,0.0,True
30,-3.2254901424627667,-8.980995958080879,0.0,0.0,True
31,-0.369658601754523,-11.762727434579572,0.0,0.0,False
32,-7.043377882025863,-4.940452503221437,0.0,0.0,True
33,-6.511271989358039,-4.5672162615428205,0.0,0.0,True
34,-5.789666843991659,-7.536158630356135,0.0,0.0,True
35,-7.7744814963078515,-8.818418263467267,0.0,0.0,False
36,-7.856675836654258,-8.544070785252678,0.0,0.0,False
37,-8.318359338514167,-8.318359338514165,0.0,0.0,False
38,-8.410983902570216,-7.989829509191879,0.0,0.0,False
39,-3.7713363182874198,-6.9510420781665125,0.0,0.0,True
40,-4.602921694102623,-7.423752708747272,0.0,0.0,True
41,-5.589623659694714,-7.526434642639514,0.0,0.0,True
42,-5.1973855639619995,-7.9761540163360145,0.0,0.0,True
43,-4.9322716947072545,-7.954939881070268,0.0,0.0,True
44,-3.9602147986054295,-7.772359167799976,0.0,0.0,True
45,-3.5306539224951545,-8.651603336706051,0.0,0.0,True
46,-5.997146746296179,-9.9860216437707,0.0,0.0,False
47,-3.656978175936072,3.1153080790180567,0.0,0.0,True
48,-5.779521285130386,-6.555580083262882,0.0,0.0,True
49,-6.342048519094275,-7.049054619920457,0.0,0.0,True
50,-6.213038490123246,-7.047308829398794,0.0,0.0,True
51,-5.995302959176786,-6.129750750179253,0.0,0.0,True
52,-2.443037522675132,-7.566445647897833,0.0,0.0,True
53,-2.648691123164784,-8.203385021917581,0.0,0.0,True
54,-3.2891121848723754,-8.059723376493416,0.0,0.0,True
55,-3.3852902887351606,-7.902955258243605,0.0,0.0,True
56,-2.794144287662507,-8.916125264601522,0.0,0.0,True
57,-2.5958851719142664,-8.283479656904847,0.0,0.0,True
58,-1.0652495874064452,-9.463777310941634,0.0,0.0,True
59,-1.1273035229138706,-10.01507029791158,0.0,0.0,True
60,-0.3476093880228735,-10.066166165112795,0.0,0.0,True
61,-0.6704421134548691,-10.243138791186276,0.0,0.0,True
62,-1.0962240812014896,-8.550402519621375,0.0,0.0,True
