id,x,y,num_sides,area,perimeter,mother,A_0,P_0,contractility,active
0,0.3908080022300043,3.0510725216840986,5,0.5493065955004208,2.9319739296757046,0,1.0,0.0,0.04,1
1,0.5968744041960435,3.752662006381578,4,0.4425028444131778,2.7434399044952067,1,1.0,0.0,0.04,1
2,4.628719676800164,3.7435239724371288,6,0.611603236692047,3.0041398936792003,2,1.0,0.0,0.04,1
3,4.618448444757454,4.332413126712945,3,0.19694680119125785,2.061855122795204,3,1.0,0.0,0.04,1
4,2.012976946342586,3.6540094385517703,7,0.6553104661177005,2.982969099344883,4,1.0,0.0,0.04,1
5,1.208195762663709,3.383643479066285,6,0.541800272512496,2.757609999762982,5,1.0,0.0,0.04,1
6,1.7487246487585169,2.836316692745289,6,0.5636770219704008,2.8125440757380122,6,1.0,0.0,0.04,1
7,1.2041907355535701,4.1528655508491745,5,0.5593104293607019,2.9391536241153724,7,1.0,0.0,0.04,1
8,3.689178355018497,3.737785048510637,6,0.5535266877645997,2.798114130818491,8,1.0,0.0,0.04,1
9,4.0578857057679,4.414919429009038,5,0.532755973588805,2.866135621947634,9,1.0,0.0,0.04,1
10,2.88275315147841,3.6468365381288566,6,0.5925976984083756,2.869888629926905,10,1.0,0.0,0.04,1
11,0.554868468627128,0.7900431701296399,3,0.20646912814297935,2.1194502858838407,11,1.0,0.0,0.04,1
12,0.44716826072627797,2.2208359719748163,5,0.5618518689526343,2.923348158826585,12,1.0,0.0,0.04,1
13,1.014451040824577,2.6842365029270523,5,0.4525062083809157,2.5659257870157726,13,1.0,0.0,0.04,1
14,1.8818329337172133,1.557608804584662,5,0.43216267944436093,2.5222801216897053,14,1.0,0.0,0.04,1
15,1.1182965245420673,0.6640484246621691,5,0.517732516588923,2.881441910496756,15,1.0,0.0,0.04,1
16,0.5731151741487944,1.4170323439453165,6,0.6200120804911297,3.008948285325535,16,1.0,0.0,0.04,1
17,1.9728513264933472,0.7594279720677584,6,0.6296826743702593,3.011681193264244,17,1.0,0.0,0.04,1
18,1.28355872360895,2.0352240662376144,7,0.6108844822321893,2.907784429721222,18,1.0,0.0,0.04,1
19,2.525682128149186,4.369478923190502,5,0.5556913108995962,2.8823472785111406,19,1.0,0.0,0.04,1
20,3.2826240879570476,4.3887051803190955,5,0.55207471861371,2.869961998371285,20,1.0,0.0,0.04,1
21,4.676796821152691,2.0468822199861254,6,0.6383501074571023,3.0480418715964084,21,1.0,0.0,0.04,1
22,4.766122410886011,2.902611456346802,5,0.5313647847606404,2.8764224649443393,22,1.0,0.0,0.04,1
23,4.107050928728559,3.2204707005798863,5,0.435719143239929,2.530940196497621,23,1.0,0.0,0.04,1
24,2.1707689226986155,2.2107735188041513,6,0.5506688881936093,2.7761839512979396,24,1.0,0.0,0.04,1
25,2.53599687727435,2.938417577917594,6,0.5941783123961271,2.8744318696098405,25,1.0,0.0,0.04,1
26,3.366501274426509,2.9175657010879705,7,0.6376215571585209,2.9417103923148145,26,1.0,0.0,0.04,1
27,3.2780810414561206,1.4081294635625359,6,0.5609958355500395,2.7947410919794895,27,1.0,0.0,0.04,1
28,3.718378145303145,2.076907065373971,6,0.5502726038551309,2.8012092008611695,28,1.0,0.0,0.04,1
29,2.82155925381216,0.7170108314540207,5,0.5674307337893018,2.917938738361626,29,1.0,0.0,0.04,1
30,2.5432488343365907,1.4542538538493348,6,0.5474631820069786,2.778878287137806,30,1.0,0.0,0.04,1
31,2.946634778301607,2.1942574442461393,6,0.5734650885126036,2.8249673579411767,31,1.0,0.0,0.04,1
32,4.35078402817722,0.7556083766522607,4,0.43993420209785183,2.763169456051876,32,1.0,0.0,0.04,1
33,4.748881179080188,1.3019196794657475,4,0.4431709059489113,2.763292761692484,33,1.0,0.0,0.04,1
34,4.044154453604745,1.4064572915773408,6,0.5403596192767754,2.7568327580633896,34,1.0,0.0,0.04,1
35,3.6238066656922254,0.6627723934193681,5,0.5673450248850239,2.9490064014298074,35,1.0,0.0,0.04,1
36,4.12519350412158,2.581715671724043,5,0.4378282557023896,2.544101746626387,23,1.0,0.0,0.04,1
37,1.8380337500227648,4.415062027802799,4,0.4476745198245724,2.718251246081713,7,1.0,0.0,0.04,1
38,1.325922484295997,1.2823366718119737,5,0.4394759050066542,2.5513103174159535,14,1.0,0.0,0.04,1
