id,x,y,num_sides,area,perimeter,mother,A_0,P_0,contractility,active
0,-3.051289914212948,-8.58458764937035,6,0.5817709984180883,2.8557717257340878,0,1.0,0.0,0.04,1
1,5.23912981480498,-7.741865650275907,6,0.5352399676928208,2.7361056509117674,1,1.0,0.0,0.04,1
2,-1.0706812846041753,-7.6643798138528645,6,0.5835760201347191,2.8634506018530654,2,1.0,0.0,0.04,1
3,-1.7836028755903501,-7.4571321622004305,6,0.5897876940411644,2.882055147651979,3,1.0,0.0,0.04,1
4,-5.196077197448754,8.73861797477208,6,0.49102017879031123,2.6778239867758704,4,1.0,0.0,0.04,1
5,-5.653206037937643,8.39583684554161,5,0.3025124968704631,2.232084847904756,5,1.0,0.0,0.04,1
6,-5.91024375965571,6.818434055338759,5,0.43949737257215915,2.544167801502453,6,1.0,0.0,0.04,1
7,-8.703967785161593,-6.446328477103692,3,0.15534889701059384,1.8193950599782562,7,1.0,0.0,0.04,1
8,-8.552296266493153,-6.959632285222556,6,0.5705110096994979,2.9233868005068766,8,1.0,0.0,0.04,1
10,8.30360386245834,-6.0036067687830466,3,0.20813860267884365,2.1068506215357616,10,1.0,0.0,0.04,1
11,8.895552792203961,-3.9688653568482413,7,0.6052459444870131,2.937423114931192,11,1.0,0.0,0.04,1
12,9.321144016321583,-4.413233745318175,3,0.14231678685520066,1.7589562696024656,12,1.0,0.0,0.04,1
13,6.065812303649547,-7.962356282357713,6,0.589928767671644,2.9768399084641386,13,1.0,0.0,0.04,1
15,5.879997298068178,-5.311356460748332,7,0.6154877440819515,2.9768266140083672,15,1.0,0.0,0.04,1
16,-1.1155303848131717,-10.658920385318382,7,0.6430521688391879,2.9770657969094305,16,1.0,0.0,0.04,1
17,-0.2926860198344004,-11.137959620393241,6,0.5699713473766694,2.910056288976862,17,1.0,0.0,0.04,1
18,-8.473543261539175,-7.545825604065736,3,0.16413946254995793,1.9300414443542386,18,1.0,0.0,0.04,1
19,-3.7759032758578273,-7.348229133150593,7,0.5719277831441385,2.8630976473735323,19,1.0,0.0,0.04,1
20,-3.0746551718263113,-7.7402749222107445,6,0.5576634080551539,2.7826427994389746,20,1.0,0.0,0.04,1
21,-4.59193672261033,-6.523827578438367,6,0.5300356269682869,2.7749682355083056,21,1.0,0.0,0.04,1
22,-5.366975832784466,-6.804413308269984,6,0.5792426016307264,2.84039697882302,22,1.0,0.0,0.04,1
23,-4.757577306385356,-7.4043736787401695,8,0.6596343838689069,3.0290586811575118,23,1.0,0.0,0.04,1
24,-4.177060088753697,-6.901920403907628,4,0.3311557443752182,2.333266333865083,24,1.0,0.0,0.04,1
25,-4.241027221021252,-7.862966968815278,4,0.33317141807292217,2.3128915610380942,25,1.0,0.0,0.04,1
26,-3.7146536347338728,-8.214853095827038,6,0.5397507577577123,2.761691376895853,26,1.0,0.0,0.04,1
27,-3.9394743985838794,1.9215800662784785,6,0.5803368776334166,2.8452131531337517,27,1.0,0.0,0.04,1
28,-1.9005326591352576,-10.432088785072624,5,0.5140072303871515,2.7497088547962885,28,1.0,0.0,0.04,1
29,-1.7788932711416676,-9.134371044313221,5,0.4580414800068482,2.5930773188130276,29,1.0,0.0,0.04,1
30,-1.4832931845085073,-9.845119955669851,6,0.5378271310939269,2.7495790929768966,30,1.0,0.0,0.04,1
31,-2.2839353362228567,-9.705095696647971,6,0.5666612646275251,2.8095404226670895,31,1.0,0.0,0.04,1
32,-2.390717409165765,-8.865015723622822,6,0.5750195279939891,2.868948023633898,32,1.0,0.0,0.04,1
33,-1.5817866654064427,-8.343925176178765,7,0.668164628052498,3.0125777757839085,33,1.0,0.0,0.04,1
34,-2.3616724702819245,-8.042012109158636,6,0.5904919758886553,2.8664498058473518,34,1.0,0.0,0.04,1
35,3.119582794771236,-6.371649655582176,7,0.6345016591545933,2.9857845297594685,35,1.0,0.0,0.04,1
36,3.3170708801620297,-5.6120102714630296,5,0.4206314590148583,2.5428110964946993,36,1.0,0.0,0.04,1
37,1.2612881416469408,-2.9461141481260773,5,0.4511445088998245,2.591724469712967,37,1.0,0.0,0.04,1
38,1.9979693693332798,-3.3694658704522347,7,0.6482904251472417,2.9827170708919897,38,1.0,0.0,0.04,1
39,-0.013012841825006439,-6.346171678316889,5,0.4663340357009196,2.6206189889426885,39,1.0,0.0,0.04,1
40,0.6969954992076989,-6.2942216545926835,8,0.6624958685502504,3.0657494767140956,40,1.0,0.0,0.04,1
41,-0.5550621270629569,-6.963145464027519,6,0.5348139245458637,2.7339348364174128,41,1.0,0.0,0.04,1
42,-1.389646194676081,-5.978215406471763,6,0.5652275073931574,2.8048538358392836,42,1.0,0.0,0.04,1
43,-0.6617391281089752,-6.180481990389862,6,0.5322924405628289,2.761035509576329,43,1.0,0.0,0.04,1
44,-1.26450917957133,-6.807142849771341,6,0.5660770831977824,2.8142110616368976,44,1.0,0.0,0.04,1
45,-2.721692624880858,-6.3292308473223065,6,0.5936542313220219,2.8861957881408387,45,1.0,0.0,0.04,1
46,-1.9721981785215865,-6.545413541538746,6,0.5876721936474718,2.8716979529797424,46,1.0,0.0,0.04,1
47,-2.476899854060617,-7.179156080274279,6,0.5646412987555856,2.8152353347772325,47,1.0,0.0,0.04,1
48,-3.158814461929709,-6.949502234872632,5,0.48006177162169905,2.6468612791707926,48,1.0,0.0,0.04,1
49,-6.776873679762478,6.34607081074734,4,0.3156494593623336,2.2530450655177114,49,1.0,0.0,0.04,1
50,-6.043543731673505,8.11160709686941,5,0.40340095289472444,2.6172791584559274,50,1.0,0.0,0.04,1
